0,5,0,0,0,3
0.05,4.9908,-0.0024563,-1.4703,-2.451,3
0.1,4.9633,-0.0098727,-2.9332,-4.8929,3
0.15,4.9175,-0.022393,-4.381,-7.3165,3
0.2,4.8538,-0.040233,-5.806,-9.7126,3
0.25,4.7725,-0.063734,-7.1993,-12.071,3
0.3,4.674,-0.093378,-8.5496,-14.382,3
0.35,4.559,-0.12978,-9.8441,-16.632,3
0.4,4.4282,-0.1737,-11.068,-18.812,3
0.45,4.2827,-0.22613,-12.201,-20.907,3
0.5,4.1236,-0.28822,-13.222,-22.902,3
0.55,3.9524,-0.3614,-14.105,-24.78,3
0.6,3.7714,-0.44744,-14.813,-26.523,3
0.65,3.5829,-0.54849,-15.302,-28.108,3
0.7,3.3902,-0.66707,-15.514,-29.512,3
0.75,3.1969,-0.80606,-15.383,-30.71,3
0.8,3.0072,-0.96842,-14.839,-31.675,3
0.85,2.8275,-1.157,-13.807,-32.375,3
0.9,2.6644,-1.3735,-12.241,-32.782,3
0.95,2.5242,-1.6178,-10.134,-32.881,3
1,2.4132,-1.8881,-7.5206,-32.667,3
1.05,2.3368,-2.1763,-4.6107,-32.154,3
1.1,2.2974,-2.4714,-1.7004,-31.38,3
1.15,2.2937,-2.7634,0.97778,-30.403,3
1.2,2.3209,-3.0441,3.2505,-29.306,3
1.25,2.3728,-3.3054,4.966,-28.16,3
1.3,2.4425,-3.5438,6.0925,-27.029,3
1.35,2.5229,-3.7587,6.6748,-25.967,3
1.4,2.6076,-3.9524,6.8077,-25.019,3
1.45,2.6916,-4.1277,6.5811,-24.213,3
1.5,2.7709,-4.2877,6.0794,-23.567,3
1.55,2.8427,-4.4356,5.3768,-23.096,3
1.6,2.9048,-4.5744,4.5339,-22.808,3
1.65,2.9558,-4.7067,3.5993,-22.707,3
1.7,2.9947,-4.8349,2.6169,-22.793,3
1.75,3.0211,-4.9614,1.6263,-23.067,3
1.8,3.0353,-5.0883,0.66339,-23.524,3
1.85,3.0379,-5.2174,-0.23887,-24.158,3
1.9,3.0298,-5.3506,-1.0448,-24.963,3
1.95,3.0124,-5.4899,-1.7164,-25.925,3
2,2.9876,-5.6369,-2.214,-27.03,3
2.05,2.9579,-5.7933,-2.4964,-28.258,3
2.1,2.9262,-5.9602,-2.5213,-29.582,3
2.15,2.8961,-6.1389,-2.2474,-30.968,3
2.2,2.8714,-6.3294,-1.6492,-32.378,3
2.25,2.8563,-6.5312,-0.71831,-33.765,3
2.3,2.8547,-6.7426,0.53124,-35.078,3
2.35,2.8704,-6.9604,2.0382,-36.259,3
2.4,2.9064,-7.1808,3.7169,-37.255,3
2.45,2.9638,-7.3995,5.465,-38.02,3
2.5,3.0429,-7.612,7.1636,-38.521,3
2.55,3.1422,-7.8143,8.7029,-38.737,3
2.6,3.2593,-8.0035,10.011,-38.651,3
2.65,3.391,-8.1779,11.041,-38.262,3
2.7,3.534,-8.3364,11.767,-37.581,3
2.75,3.6843,-8.4791,12.186,-36.637,3
2.8,3.8377,-8.6067,12.317,-35.462,3
2.85,3.9911,-8.7203,12.193,-34.072,3
2.9,4.1416,-8.821,11.845,-32.488,3
2.95,4.2865,-8.91,11.302,-30.735,3
3,4.4234,-8.9884,10.591,-28.834,3
3.05,4.5506,-9.0575,9.7401,-26.808,3
3.1,4.6664,-9.1182,8.7698,-24.674,3
3.15,4.7694,-9.1711,7.6983,-22.449,3
3.2,4.8585,-9.2171,6.5419,-20.149,3
3.25,4.9327,-9.2566,5.3149,-17.79,3
3.3,4.9912,-9.2902,4.0297,-15.383,3
3.35,5.0333,-9.3184,2.6968,-12.942,3
3.4,5.0584,-9.3414,1.326,-10.477,3
3.45,5.0663,-9.3595,-0.075261,-8.0007,3
3.5,5.0564,-9.3727,-1.5002,-5.5217,3
3.55,5.0286,-9.3812,-2.942,-3.0499,3
3.6,4.9828,-9.3848,-4.3931,-0.59531,3
3.65,4.9188,-9.3835,-5.8459,1.8325,3
3.7,4.8367,-9.377,-7.2923,4.2238,3
3.75,4.7366,-9.365,-8.7238,6.5689,3
3.8,4.6187,-9.3472,-10.131,8.8583,3
3.85,4.4835,-9.3231,-11.505,11.082,3
3.9,4.3314,-9.2916,-12.831,13.23,3
3.95,4.163,-9.2521,-14.094,15.289,3
4,3.9792,-9.203,-15.275,17.249,3
4.05,3.7814,-9.1427,-16.344,19.093,3
4.1,3.5712,-9.0688,-17.26,20.806,3
4.15,3.3509,-8.9784,-17.974,22.37,3
4.2,3.123,-8.8681,-18.42,23.764,3
4.25,2.8916,-8.733,-18.506,24.964,3
4.3,2.6622,-8.5674,-18.115,25.939,3
4.35,2.4416,-8.3649,-17.096,26.661,3
4.4,2.2382,-8.1184,-15.271,27.1,3
4.45,2.0633,-7.8234,-12.517,27.229,3
4.5,1.9291,-7.4817,-8.8622,27.039,3
4.55,1.845,-7.1035,-4.5374,26.553,3
4.6,1.8162,-6.7105,-0.085034,25.832,3
4.65,1.8408,-6.3289,3.8694,24.965,3
4.7,1.9093,-5.9789,6.9201,24.06,3
4.75,2.0095,-5.6703,8.9623,23.204,3
4.8,2.1296,-5.4034,10.106,22.464,3
4.85,2.2593,-5.1729,10.554,21.883,3
4.9,2.3913,-4.9724,10.494,21.484,3
4.95,2.5202,-4.7952,10.083,21.282,3
5,2.6424,-4.6356,9.4368,21.281,3
5.05,2.7556,-4.4891,8.6399,21.481,3
5.1,2.8581,-4.3517,7.7592,21.879,3
5.15,2.9494,-4.2203,6.8436,22.469,3
5.2,3.0292,-4.0927,5.931,23.242,3
5.25,3.0979,-3.9665,5.0545,24.191,3
5.3,3.156,-3.8402,4.2437,25.303,3
5.35,3.2044,-3.712,3.5255,26.563,3
5.4,3.2445,-3.581,2.924,27.949,3
5.45,3.2779,-3.4461,2.4601,29.439,3
5.5,3.3065,-3.3068,2.152,31.009,3
5.55,3.3324,-3.1625,2.0175,32.63,3
5.6,3.3578,-3.0131,2.0668,34.267,3
5.65,3.3849,-2.8588,2.3012,35.884,3
5.7,3.4161,-2.7002,2.7131,37.443,3
5.75,3.4534,-2.5383,3.286,38.902,3
5.8,3.4987,-2.3744,3.9908,40.221,3
5.85,3.5534,-2.2103,4.7861,41.362,3
5.9,3.6185,-2.0476,5.628,42.29,3
5.95,3.6942,-1.888,6.4706,42.981,3
6,3.7802,-1.7332,7.2656,43.415,3
6.05,3.8755,-1.5847,7.9699,43.582,3
6.1,3.9788,-1.4434,8.5538,43.475,3
6.15,4.0886,-1.3102,8.9948,43.093,3
6.2,4.2029,-1.1856,9.2778,42.443,3
6.25,4.3198,-1.0698,9.3945,41.537,3
6.3,4.4372,-0.96292,9.3433,40.397,3
6.35,4.5529,-0.86457,9.13,39.047,3
6.4,4.6649,-0.77442,8.7658,37.503,3
6.45,4.7715,-0.69206,8.2624,35.783,3
6.5,4.8709,-0.61709,7.6316,33.906,3
6.55,4.9618,-0.54906,6.8854,31.892,3
6.6,5.0426,-0.48752,6.0358,29.76,3
6.65,5.1123,-0.43198,5.0951,27.527,3
6.7,5.1697,-0.38208,4.0739,25.211,3
6.75,5.2138,-0.3375,2.9814,22.826,3
6.8,5.2439,-0.29799,1.8263,20.389,3
6.85,5.2593,-0.2633,0.61674,17.913,3
6.9,5.2592,-0.23324,-0.63946,15.412,3
6.95,5.2431,-0.20766,-1.9351,12.898,3
7,5.2107,-0.18643,-3.2635,10.383,3
7.05,5.1614,-0.1695,-4.6179,7.8786,3
7.1,5.0952,-0.15697,-5.9911,5.3965,3
7.15,5.0116,-0.14884,-7.3796,2.9464,3
7.2,4.9105,-0.14526,-8.7782,0.53845,3
7.25,4.7919,-0.14652,-10.18,-1.8173,3
7.3,4.6558,-0.15307,-11.578,-4.1103,3
7.35,4.5024,-0.16553,-12.96,-6.3298,3
7.4,4.332,-0.18465,-14.315,-8.4649,3
7.45,4.1449,-0.21138,-15.63,-10.504,3
7.5,3.9417,-0.24679,-16.888,-12.436,3
7.55,3.7232,-0.2925,-18.066,-14.249,3
7.6,3.4905,-0.35085,-19.133,-15.929,3
7.65,3.2452,-0.42448,-20.057,-17.46,3
7.7,2.9896,-0.51775,-20.768,-18.824,3
7.75,2.7273,-0.63682,-21.163,-20.001,3
7.8,2.4628,-0.78963,-21.1,-20.966,3
7.85,2.2024,-0.98664,-20.378,-21.693,3
7.9,1.9569,-1.2418,-18.705,-22.148,3
7.95,1.7404,-1.569,-15.749,-22.304,3
8,1.5701,-1.9785,-11.206,-22.15,3
8.05,1.4657,-2.458,-5.3422,-21.711,3
8.1,1.4386,-2.9695,0.94958,-21.074,3
8.15,1.4858,-3.4582,6.3981,-20.368,3
8.2,1.5918,-3.8841,10.25,-19.723,3
8.25,1.7357,-4.2375,12.539,-19.237,3
8.3,1.9004,-4.527,13.652,-18.954,3
8.35,2.0737,-4.767,13.98,-18.896,3
8.4,2.2479,-4.9703,13.811,-19.065,3
8.45,2.4178,-5.1472,13.339,-19.456,3
8.5,2.5806,-5.3053,12.692,-20.06,3
8.55,2.7348,-5.45,11.948,-20.866,3
8.6,2.8793,-5.5852,11.164,-21.862,3
8.65,3.0139,-5.7143,10.383,-23.031,3
8.7,3.1389,-5.8394,9.6373,-24.354,3
8.75,3.2549,-5.962,8.9439,-25.808,3
8.8,3.3628,-6.0833,8.3203,-27.376,3
8.85,3.4634,-6.2043,7.7796,-29.034,3
8.9,3.5577,-6.3255,7.3312,-30.756,3
8.95,3.647,-6.4473,6.9804,-32.514,3
9,3.7326,-6.57,6.7287,-34.279,3
